x,y,z
-7.4554,15.18947,47
-4.7048,15.21729,56
-1.638,15.10963,54
-5.5227,15.32746,8
-1.9003,15.13615,92
-7.154,15.1521,32
-0.8716,15.11553,27
-1.1715,15.18798,71
-4.4389,15.13142,28
-5.7984,15.32342,39
-3.9609,15.33835,80
-5.5817,15.29069,13
-4.8529,15.30926,16
-5.472,15.14213,12
-5.4962,15.32202,58
-0.9209,15.0023,69
-4.2937,15.30204,12
-1.7824,15.10898,52
-0.8368,15.03004,33
-1.362,15.11456,83
-6.1042,15.14678,36
-6.1062,15.10811,78
-6.4649,15.17974,78
-5.5136,15.24741,47
-5.472,15.14213,56
-41.4914,14.71705,54
-49.2999,14.83435,8
-42.2662,14.68303,92
-43.9212,14.60071,32
-47.7271,14.79995,27
-45.2856,14.82283,71
-47.2377,14.79931,28
-42.34,14.76136,39
-45.6414,14.7073,80
-42.7325,14.79246,13
-42.6893,14.7924,16
-45.1615,14.80648,12
-42.3162,14.66331,58
-42.1999,14.66675,69
-44.3827,14.76768,12
-43.5959,14.79451,52
-48.9246,14.61896,33
-44.0409,14.58738,83
-44.964,14.79453,36
-41.8522,14.7562,78
-42.4157,14.66704,78
-42.6689,14.76809,47
-47.2812,14.79847,56
-43.9557,14.79499,54
-49.3195,14.64374,8
-46.8493,14.58299,92
-45.5589,14.56781,32
-45.9682,14.80575,27
-47.9577,14.79935,71
-45.8516,14.81009,28
-41.4917,14.71615,39
-42.229,14.66589,80
-43.3083,14.79323,13
-45.2923,14.80306,16
-43.3496,14.79868,12
-50.7036,14.68148,58
-42.9337,14.79363,69
-46.7428,14.81485,12
-47.7271,14.79995,52
-45.7248,14.7164,52
-45.4396,14.70793,83
-48.9102,14.61894,36
-49.5169,14.74381,78
-45.3003,14.82195,78
-42.2577,14.66593,47
-46.6865,14.81118,56
-49.3078,14.63564,54
-50.8369,14.66996,8
-45.9272,14.7994,92
-43.4201,14.80327,32
-42.2825,14.76128,27
-45.2492,14.71757,71
-1.3077,15.90132,28
-3.5417,15.87631,39
-3.3299,15.46409,80
-2.5671,15.9601,13
0.9779,16.27152,16
-1.1732,15.74642,12
-2.7823,15.89661,58
-1.7621,15.78609,69
-2.1535,15.7157,12
1.7648,15.53727,52
-1.7455,16.18892,7
-1.178,15.57017,32
-1.2622,16.00556,72
-3.0475,15.68394,71
-2.7287,15.72027,97
-0.7789,15.59198,22
-1.6849,16.02965,6
-0.8779,15.59664,54
-2.6533,16.06096,21
-1.7397,15.63857,72
-0.9893,15.73802,67
-3.1635,16.11667,99
-2.1531,15.7166,22
-3.3113,15.67449,85
-1.1658,15.73022,42
-3.5318,15.66496,4
-4.0634,15.87178,66
-0.9831,15.58693,86
-0.2863,16.1235,24
-1.5508,15.97277,59
-1.2124,15.65656,52
-1.5384,15.73625,20
0.5992,15.83873,95
1.2267,15.72345,33
-2.5226,15.99599,83
-0.2343,15.74842,36
-0.7245,16.1782,78
-1.2999,15.75383,78
-1.1561,16.41364,47
-4.0778,15.87181,56
-1.58,16.0052,54
-0.0849,15.92442,8
-0.3444,15.69466,92
0.9448,15.70594,32
-0.2488,16.0443,27
-1.1061,15.76789,71
0.0405,15.8154,28
-1.2898,15.71065,39
-3.2983,15.80486,80
-1.1124,16.41446,13
-3.4788,15.82135,16
-3.192,16.11762,12
-0.0654,15.83716,58
0.1107,16.30358,69
-0.6021,15.5674,12
-1.7826,16.13683,52
-2.2996,15.71145,33
-0.4845,15.73716,83
-2.7252,15.69509,36
-0.1645,15.74291,78
-2.2902,15.9992,78
-1.4199,15.74324,47
0.4961,15.93242,56
0.0405,15.8154,54
1.1678,16.34134,8
0.3242,15.80412,92
-0.0032,15.81457,32
-1.1444,16.40732,27
-0.4597,15.62921,71
-4.0634,15.87178,28
0.8921,15.68445,39
-0.6804,15.78425,80
0.4338,15.69243,13
-0.8498,15.72699,16
-1.0042,15.57168,12
1.5528,15.7103,58
-1.6125,15.73188,69
-1.0526,15.79118,12
1.3595,15.56675,52
-1.7263,15.70239,33
-3.4504,15.8204,83
-2.4898,15.70548,36
-3.5105,15.84838,78
-1.7975,16.10268,78
0.8156,16.32935,47
-1.3566,16.31866,56
-3.3067,15.91908,54
-1.5401,15.89812,8
-1.6136,15.76245,92
0.6685,16.32331,32
-1.166,15.82914,27
-1.2999,15.75383,71
-0.2748,16.08391,28
1.0287,15.66713,39
-1.3788,16.00306,80
1.5985,15.71561,13
-3.4746,15.8645,16
-1.6923,16.01258,12
-1.4792,15.73975,58
-1.7662,16.17457,69
-1.7409,15.90115,12
0.8195,15.7817,52
-2.5671,15.9601,33
-1.8053,16.11798,83
-0.1706,16.09093,36
-1.7685,16.16918,78
0.2082,15.7045,78
-1.9012,15.83128,47
-1.3947,16.36368,56
-3.3701,15.67189,54
-2.1679,15.71573,8
0.9898,15.93877,92
-0.1196,15.84535,32
-1.7401,15.90295,27
-0.0926,16.30122,71
-3.7883,15.67259,28
-2.5651,15.8315,39
-2.0723,15.86934,80
-4.0489,15.87176,13
1.7091,15.57424,16
-1.775,15.75643,12
-2.6223,15.69941,58
1.4739,15.72752,69
-4.0345,15.87173,12
1.122,16.238,52
1.3864,15.5622,52
1.0131,15.66446,83
-0.7706,16.2709,36
-2.9126,15.99575,78
0.1095,16.30088,78
-1.1535,16.35338,47
-1.6378,15.77329,56
-1.0626,16.46204,54
-0.0032,15.81457,8
1.11,15.94936,92
-3.5798,15.98878,32
-2.4384,16.19009,27
-3.9812,15.89503,71
-1.4792,15.73975,28
0.5128,15.54392,39
1.5484,15.73279,80
-1.5741,15.6212,13
-1.8247,16.17287,16
-1.1063,15.56915,12
-1.8759,15.82315,58
-0.0032,15.81457,69
-1.9733,15.8314,12
3.7163,15.77221,52
-1.7585,16.09273,7
-1.2722,15.75108,32
-0.569,15.57723,72
-0.7933,15.592,71
-2.0579,15.86932,97
-1.1596,15.57914,22
-2.2216,15.79136,6
-0.051,15.60693,54
-1.8904,15.72335,21
-0.9304,15.74061,72
-0.8428,15.70989,67
-3.0475,15.68394,99
-1.939,15.84394,22
-2.6515,15.69856,85
-2.6368,15.89907,42
-3.3621,15.92456,4
0.2995,15.64949,66
-2.2169,16.00177,86
-1.1889,16.27251,24
-1.3003,15.75293,59
0.558,15.97458,52
-1.5504,16.00694,20
-0.0472,15.81285,95
-3.0082,15.7747,33
-0.4247,15.51134,83
1.3803,16.00555,36
-18.7548,16.49788,78
0.8598,16.33107,78
-4.0474,15.87535,47
-1.9752,15.86018,56
1.052,15.6545,54
-0.373,15.76125,8
-2.1823,15.71575,92
-1.842,15.80151,32
-3.285,15.80214,27
-0.8294,15.87263,71
-3.565,15.98965,28
-2.3939,15.69363,39
0.6164,15.55003,80
-1.7502,16.14487,13
-1.9137,15.8358,16
-0.4317,15.89084,12
-0.4932,15.91523,58
-0.4928,15.91612,69
-0.3453,15.7585,12
-2.4789,15.99682,52
0.6244,16.32158,33
-2.5487,15.70288,83
-0.3712,15.79812,36
-1.5834,15.89819,78
-1.765,16.17727,78
-2.6812,15.69681,47
-2.0942,15.7192,56
-3.0475,15.68394,54
-3.194,15.67879,8
1.1596,15.96366,92
-1.9918,15.68935,32
-3.9679,15.89231,27
-1.6619,15.55211,71
-0.6793,15.65476,28
-2.1026,16.03216,39
-0.6747,15.86338,80
0.1115,16.30537,13
-1.7372,16.00906,16
-1.7463,16.18713,12
-3.115,15.99519,58
-0.5931,15.68698,69
-1.4344,15.74327,12
-1.2952,16.35992,52
-1.2064,15.57112,33
-1.5909,15.81457,83
-3.3553,15.67276,36
1.53,15.72382,78
-0.5072,15.91615,78
1.5742,16.28039,47
-1.0547,15.62122,56
-0.8351,15.69459,54
-0.3947,15.87639,8
-0.9015,15.77384,92
0.1451,15.56073,32
0.1858,15.52199,27
-0.8335,15.69818,71
1.2262,15.95096,28
0.7219,15.59302,39
-0.5399,15.54481,80
-1.2952,16.35992,13
-1.9659,15.84848,16
-3.4559,15.84109,12
-3.208,15.4459,58
-3.1407,15.96916,69
0.6372,16.31796,12
-3.1207,15.68136,52
-1.5148,15.85671,33
-1.7363,15.58011,83
-2.0069,15.72085,36
0.1544,16.23875,78
0.0602,15.92597,78
-1.0482,15.56995,47
-0.3986,16.29545,56
-3.3849,15.67101,54
0.293,16.06137,8
-1.7075,15.54679,92
-1.7064,15.78149,32
-2.196,15.71757,27
0.2438,16.31054,71
-3.2088,15.67791,28
-0.8335,15.69818,39
-1.2956,16.35902,80
1.3754,15.70071,13
-1.8123,16.10181,16
0.9187,16.33367,12
2.1176,15.55195,58
0.6541,16.15967,69
-0.4171,15.82517,12
-1.674,16.02154,52
-1.3599,15.74854,52
-1.7263,15.70239,33
-1.7228,16.00903,83
-0.1159,16.24821,36
1.3754,15.70071,78
-1.5941,16.00612,78
-2.5819,16.05904,47
-0.4685,15.57616,56
-1.0754,16.00344,54
-3.9557,15.98761,8
-1.9751,16.02655,92
-1.9659,15.84848,32
-0.71,15.58467,27
-0.0121,16.18868,71
1.9208,16.08465,28
-1.3139,16.35006,39
-2.7104,15.69596,80
0.3044,15.82484,13
-1.0282,15.61578,16
1.2873,15.69726,12
-1.8173,15.92466,58
-0.8495,15.69461,69
-1.7854,16.09727,12
-1.099,15.65187,52
-0.9081,15.89075,7
-0.0539,15.73193,32
-1.0036,15.9035,72
-0.3655,16.0418,71
-4.7935,15.78487,97
-2.9742,15.68651,22
-2.1026,16.03216,6
0.0458,15.926,54
-0.1008,16.31563,21
-1.4124,16.32325,72
-1.3092,16.36084,67
-1.8153,15.89588,99
1.0282,15.96029,22
-3.3086,15.88131,85
-0.1874,15.85536,42
-2.2177,15.86689,4
-3.585,15.87638,66
-3.2979,15.80576,86
-0.6952,15.78338,24
1.0631,15.67966,59
-1.5809,16.16886,52
0.6723,15.57871,20
-3.8884,16.00997,95
0.491,16.2157,33
1.0463,15.6743,83
0.5467,15.55555,36
-0.574,15.79666,78
-0.1221,15.97125,78
-3.2969,15.67446,47
-2.9546,15.86543,56
-2.8528,15.83378,54
0.0405,15.8154,8
1.9558,15.54504,92
0.0275,16.01596,32
-3.2757,15.79043,27
1.132,15.77037,71
0.2845,15.74664,28
-1.5401,15.89812,39
-2.7704,15.72394,80
-0.404,15.62461,13
1.6702,15.71459,16
-1.8505,15.81501,12
0.8205,16.24211,58
1.6558,15.71462,69
-0.643,15.57286,12
1.093,15.71468,52
-1.0033,15.73894,33
-1.5504,16.00694,83
1.063,16.16976,36
-1.5223,16.0051,78
-1.9,15.83398,78
-0.4153,15.79639,47
-4.0063,15.93733,56
-0.4928,15.91612,54
-2.3129,15.84726,8
-0.3939,15.87819,92
-1.0917,15.76787,32
1.59,15.72912,27
1.5159,15.72475,71
-1.9848,16.00408,28
-3.2741,15.79403,39
1.8332,16.34289,80
-1.9893,15.86111,13
-0.8392,15.75125,16
-1.9261,15.84032,12
-2.8277,15.69166,58
1.6562,15.71551,69
-3.001,15.89159,12
-0.2976,15.80159,52
0.0264,15.81632,33
-3.8548,15.65202,83
-1.58,16.0052,36
1.0234,15.94951,78
-1.1183,16.00441,78
-1.4243,15.89882,47
0.8448,15.60989,56
-1.4373,15.63716,54
-2.1861,15.9064,8
1.1826,16.34221,92
-1.6389,16.0026,32
-1.5629,15.97819,27
-0.976,15.6031,71
-1.9482,16.022,28
-4.0832,15.95994,39
1.3462,15.69986,80
-1.665,16.00894,13
-11.1035,15.98674,16
-0.6977,15.94255,12
-2.3409,15.84911,58
-4.0038,15.90945,69
-1.241,15.75643,12
-0.8561,15.71261,52
-3.3182,15.99283,33
-3.5794,15.98967,83
-1.6896,16.2176,36
0.4431,15.61508,78
-0.4316,15.52844,78
-1.7588,16.15837,47
-3.0855,16.09676,56
-1.7739,15.72586,54
-1.0551,15.62032,8
-2.6808,15.69771,92
-0.1433,16.08729,32
-1.6951,16.20502,27
1.9882,16.07375,71
-1.0173,16.23535,28
1.5156,15.59346,39
-1.1162,15.64561,80
-1.2851,15.7547,13
-0.5688,16.00618,16
-4.0637,15.87088,12
1.7146,15.71721,58
1.2271,15.72434,69
-2.3729,15.70888,12
1.1268,15.95473,52
-2.5792,16.19842,83
-1.8529,15.80962,36
-0.3861,15.79724,78
-1.5867,15.55918,78
-1.0263,16.34687,47
-2.4345,15.69999,56
-3.3581,15.90028,54
-3.5413,15.8772,8
-3.353,15.67815,92
0.3951,15.80131,32
-0.8025,15.86809,27
-1.8637,15.851,71
-2.5623,15.7047,28
-1.7826,16.1701,39
-3.4359,15.82038,80
1.0642,15.71473,13
-0.8352,15.89243,16
-0.4558,15.90167,12
-3.2786,15.91723,58
-1.8446,15.89503,69
-4.114,15.9555,12
-1.3983,16.32232,52
-2.9751,15.75126,7
1.3758,15.70161,32
0.2497,15.60192,72
-0.6559,15.57648,71
-2.3526,15.68906,97
-2.8717,15.68994,22
-0.6725,16.29681,6
-1.7316,16.08818,54
0.1384,16.23518,21
-3.1635,16.11667,72
-1.2952,16.35992,67
0.9986,15.95854,99
-2.333,16.23308,22
-3.3465,15.75998,85
-0.9198,15.53377,42
-1.4725,16.31795,4
-2.9598,15.68649,66
-3.5463,15.66499,86
1.2212,15.61285,24
1.9469,16.07831,59
-0.4001,15.79816,52
0.1896,16.05615,20
-0.96,15.73887,95
-1.0956,15.62669,33
-1.494,15.73887,83
-0.9039,15.73517,36
0.1282,15.81795,78
-0.8444,15.7063,78
-1.2923,15.67198,47
1.5669,15.70937,56
0.5873,15.97543,54
-2.0054,15.69117,8
1.1273,15.66157,92
-0.8074,15.59293,32
0.1131,15.55359,27
-3.9413,15.98758,71
-1.5021,16.31621,28
-1.3747,15.74766,39
0.9783,16.27242,80
-2.3144,15.71058,13
1.008,15.65278,16
0.6883,15.58228,12
-1.0717,16.17699,58
-2.0462,15.79646,69
-1.2916,15.64051,12
-2.2527,16.08547,52
-1.5833,15.73273,33
-0.5294,15.5358,83
-2.9225,16.13965,36
1.1264,15.95383,78
0.0602,15.92597,78
-1.8407,16.1693,47
0.3382,15.8032,56
0.6591,15.58143,54
1.2291,16.34932,8
-2.4025,15.70713,92
-1.5512,15.97187,32
0.4858,15.71212,27
0.5104,15.53852,71
-1.1448,16.40642,28
-2.886,15.92377,39
1.0123,15.66266,80
1.1393,15.95021,13
0.3168,16.31222,16
-1.8424,15.80061,12
-1.9733,15.8314,58
-1.8498,15.81681,69
-1.0017,15.61034,12
-3.0183,15.68479,52
-0.8735,15.87091,33
-2.1587,16.03585,83
-0.9893,15.73802,36
-4.3984,15.62954,78
-1.3007,15.75203,78
-3.84,15.65289,47
0.0971,15.61567,56
-2.7544,15.69424,54
0.0741,15.76049,8
-2.6519,15.69766,92
0.7491,15.75304,32
-2.5054,15.70281,27
-3.5514,15.68658,71
-1.8266,15.93637,28
-0.8506,15.72519,39
-1.8057,16.11708,80
0.956,15.63308,13
-1.7853,15.89853,16
-1.5508,15.97277,12
-2.7412,15.72479,58
-2.1728,16.03677,69
-3.3979,15.90844,12
-1.681,16.00537,52
1.1386,15.72,33
-2.8115,15.82922,83
-0.9365,15.66059,36
0.6255,15.5707,78
-0.4779,15.917,78
-1.575,15.98361,47
-4.0332,15.94187,56
-1.5981,15.73185,54
0.7046,15.68477,8
1.1234,15.71823,92
-2.4629,15.70094,32
-2.2727,15.90655,27
-2.5483,15.70378,71
-2.0802,15.71828,28
-0.5278,15.5394,39
-3.5413,15.8772,80
-3.3997,15.67014,13
-3.3553,15.67276,16
-1.5219,16.006,12
-3.434,15.99213,58
-3.3113,15.67449,69
-0.1524,16.13227,12
-0.8092,15.7539,52
-1.5423,15.5618,52
-1.0936,15.63118,83
-2.2264,15.71403,36
-1.7216,16.01173,78
-3.2821,15.67534,78
-3.3849,15.67101,47
-3.1444,15.82708,56
-1.6748,16.21848,54
-3.5189,15.9626,8
1.3435,15.6612,92
-1.2956,16.35902,32
-1.0337,15.99977,27
-1.2441,15.74924,71
-0.1063,15.84263,28
-2.3,15.71056,39
-1.7846,16.09906,80
1.3754,15.70071,13
-0.2766,16.11269,16
0.7531,15.59836,12
-1.4824,15.89802,58
-2.0828,15.87835,69
-1.3132,16.35186,12
0.0019,16.18776,52
-1.7553,15.90118,7
-2.0255,16.27572,32
0.7148,15.96982,72
0.9181,15.9398,71
-3.3182,15.99283,97
0.6731,15.58051,22
-1.0621,15.9018,6
1.5673,15.71027,54
-2.1039,15.82983,21
-2.1362,15.85506,72
-0.3795,15.87816,67
-1.6389,16.0026,99
-2.9038,16.14951,22
-1.747,16.18533,85
0.825,16.21962,42
-0.144,16.25005,4
-3.1183,15.88729,66
-0.7111,15.912,86
-1.674,16.02154,24
0.2642,15.60189,59
1.3729,15.62967,52
-1.3207,16.00386,20
-1.3303,15.75028,95
-1.6654,16.04131,33
0.9663,16.17982,83
-1.9156,15.83131,36
-1.0956,15.62669,78
1.6469,15.72722,78
-3.001,15.89159,47
-0.4255,15.50955,56
0.0844,15.65256,54
-0.8209,15.85913,8
-3.045,15.88986,92
-1.6603,16.01972,32
-1.5929,16.00881,27
-0.873,16.004,71
-1.765,16.17727,28
-1.8053,16.11798,39
-2.0946,15.7183,80
-1.698,15.90018,13
-0.4005,15.79727,16
-0.8621,15.89697,12
-0.8079,16.31773,58
-0.2563,15.86267,69
-4.1389,15.96453,12
-1.649,16.01251,52
-1.6923,16.01258,33
-2.5635,15.70201,83
-2.3292,15.70971,36
-2.0946,15.7183,78
-2.1587,16.03585,78
0.4808,15.53678,47
-3.4924,15.95716,56
0.7169,16.26927,54
-2.7997,15.8229,8
-2.7641,16.17175,92
-0.2976,15.80159,32
-0.8041,15.8645,27
-1.9519,15.84756,71
-2.0962,15.74798,28
-1.0021,15.60944,39
-0.0923,15.8417,80
-0.7096,15.58557,13
-1.7409,15.90115,16
1.3585,15.72772,12
-3.3756,15.85984,58
-3.7816,15.65459,69
-1.1705,16.41366,12
-0.8115,16.17745,52
-0.8557,15.71351,33
-1.2345,16.00281,83
-1.4834,16.1606,36
1.5102,15.5485,78
-2.2837,15.68175,78
-1.7961,16.00646,47
-2.9969,15.76748,56
4.6809,15.89553,54
2.0022,16.07282,8
2.3656,15.9481,92
11.4506,15.64432,32
8.527,15.94001,27
8.4424,16.00761,71
2.6487,15.77316,28
4.5038,15.75825,39
8.5266,15.93911,80
5.4977,15.85003,13
8.0173,15.8357,16
6.3447,15.61654,12
7.1427,15.56297,58
1.6785,15.73346,69
3.5053,15.91376,12
6.7484,15.5205,52
2.2164,15.7748,33
2.5463,15.9325,83
13.7909,16.01957,36
7.0814,15.55499,78
9.4549,16.04267,78
11.8793,15.8216,47
10.383,15.80091,56
7.5131,15.90134,54
3.0505,15.89746,8
3.5371,16.04949,92
10.7073,15.81562,32
8.6389,15.61698,27
6.2023,15.93962,71
6.6406,15.56925,28
1.7602,16.04806,39
10.4275,15.80353,80
10.9182,15.71002,13
11.1394,15.68894,16
1.2581,15.99047,12
4.4,15.75213,58
9.3808,15.75594,69
2.3005,15.80163,12
8.0298,15.98945,52
6.1805,15.79578,52
8.4721,15.97788,83
4.2561,15.8495,36
11.0114,15.63072,78
5.3095,15.78472,78
6.1309,15.75,47
7.0116,15.59198,56
8.996,15.70357,54
7.5832,15.61165,8
3.1967,15.9017,92
6.5513,15.56312,32
2.2305,15.93664,27
7.1151,15.56572,71
1.8156,15.71704,28
3.9354,15.97146,39
11.4731,15.63079,80
7.6191,15.5954,13
5.9117,15.68025,16
4.4569,15.75023,12
8.0663,15.87968,58
1.5011,15.72387,69
11.906,15.6309,12
8.4078,15.64796,52
3.6043,15.94146,7
12.393,16.11833,32
4.1091,16.06918,72
4.1482,15.80203,71
7.3821,15.51849,97
1.4146,15.95243,22
6.008,15.76551,6
9.2521,15.50707,54
7.2164,15.56644,21
4.8845,15.89877,72
8.3405,15.78477,67
2.0935,15.72555,99
1.9782,15.72575,22
1.2972,15.94814,85
10.4993,15.70898,42
11.2406,16.06286,4
11.5917,15.82392,66
2.1291,15.96829,86
8.3638,15.55182,24
8.3473,15.89447,59
6.1863,15.58534,52
3.1618,15.62929,20
2.4705,15.66465,95
10.7589,15.52146,33
3.6271,15.92793,83
7.63,15.68261,36
2.7137,16.08149,78
5.0105,15.76186,78
10.8045,16.08792,47
8.129,15.60619,56
11.0983,15.63146,54
2.7571,15.91955,8
6.2638,15.91613,92
8.3422,15.72542,32
8.9313,15.5625,27
6.8973,15.91232,71
10.2853,15.65181,28
7.0247,15.62073,39
10.9254,16.09939,80
8.1915,15.90104,13
6.691,15.55298,16
6.2346,15.91529,12
7.2168,15.56734,58
7.8951,15.94743,69
6.1309,15.75,12
5.3552,15.79003,52
6.3067,15.91516,33
2.4964,16.14481,83
6.7812,15.62476,36
11.0429,15.66753,78
9.44,15.63353,78
4.8218,16.04815,47
5.5523,15.71505,56
7.5152,15.49397,54
1.9766,15.72216,8
8.261,15.73725,92
6.7752,15.77045,32
6.9808,15.87351,27
10.019,15.76289,71
7.3177,16.04287,28
7.0907,15.57565,39
11.0156,15.6397,80
11.7359,15.82366,13
11.7499,15.82273,16
2.5747,15.96393,12
6.5793,15.56127,58
3.688,15.93502,69
7.7501,15.59787,12
11.0457,16.07849,52
12.0257,16.07403,33
6.354,15.57336,83
3.844,15.76749,36
7.6594,15.46224,78
7.1398,15.55668,78
8.3884,15.66868,47
8.3638,15.55182,56
2.4886,15.64034,54
6.3771,15.62457,8
10.6663,16.07018,92
8.3755,15.73525,32
12.1748,16.05308,27
6.2911,15.97634,71
11.675,15.63042,28
3.5796,16.11236,39
11.6457,16.15745,80
9.6086,15.46687,13
4.2306,15.76052,16
3.1482,15.95484,12
1.9284,15.93896,58
9.7027,16.04763,69
4.1725,15.75972,12
2.0509,15.98731,52
9.805,15.64277,33
11.7503,15.82363,83
7.2898,15.53753,36
6.7684,15.62838,78
8.3209,15.64722,78
7.0002,15.75747,47
12.1058,15.6881,56
13.8054,16.01954,54
6.3834,15.76575,8
7.9082,15.59669,92
11.8883,15.80989,32
1.9839,15.99912,27
10.9227,15.59491,71
2.2186,16.10482,28
1.6938,15.73523,39
4.4004,15.75303,80
6.9161,15.57237,13
7.2074,15.54667,16
8.3741,15.9214,12
8.3545,15.75237,58
6.5505,15.56132,69
12.7906,15.70214,12
6.9808,15.87351,52
7.1802,15.55032,52
6.6769,15.5539,83
7.1139,15.56302,36
10.8822,15.66332,78
3.6187,15.94144,78
2.5604,15.93158,47
2.2457,15.77565,56
12.0231,15.82044,54
3.7614,15.93759,8
11.8793,15.8216,92
9.6142,15.63592,32
5.826,15.80989,27
11.7647,15.88565,71
2.8261,15.75037,28
9.7304,15.63751,39
6.822,15.61929,80
7.7258,15.44953,13
9.5625,15.71155,16
12.21,16.12855,12
2.0034,16.07552,58
7.3158,15.75331,69
8.72,15.66809,12
8.9445,15.74862,52
8.3895,15.73432,7
6.0224,15.76548,32
6.48,15.72421,72
1.8288,15.58392,71
10.2124,15.65014,97
10.8826,15.66422,22
5.341,15.91865,6
2.3427,15.96163,54
2.2197,15.94475,21
8.3471,15.7362,72
2.489,15.64124,67
11.6922,15.82284,99
2.1968,15.95828,22
4.6081,16.05482,85
9.419,15.65066,42
6.7719,15.76326,4
2.2197,15.94475,66
4.3007,15.7559,86
4.7368,15.73086,24
6.7059,15.6177,59
1.9368,15.76269,52
7.4161,15.81518,20
4.5478,15.75997,95
6.774,15.57711,33
10.4307,15.65424,83
7.8637,15.62555,36
8.4531,15.58943,78
7.9222,15.59577,78
5.0973,15.73023,47
8.3611,15.73527,56
11.6542,15.67902,54
11.4077,16.01849,8
10.929,16.07601,92
2.2402,15.92584,32
9.8205,15.58249,27
10.1246,15.6476,71
13.8054,16.01954,28
12.9801,15.7063,39
5.4121,15.9482,80
4.7065,15.75969,13
8.3751,15.73435,16
2.2305,15.93664,12
8.3638,15.55182,58
4.5046,15.76004,69
11.693,15.82463,12
4.1478,15.80113,52
6.6114,15.56841,33
10.04,15.5893,83
7.5156,15.49487,36
11.2713,15.63115,78
2.6878,15.86122,78
6.8242,15.78296,47
9.2073,15.62945,56
8.079,15.65484,54
7.9078,15.59579,8
6.5912,15.65117,92
7.3965,15.51846,32
3.4608,15.91114,27
4.3126,16.00768,71
9.4245,15.75676,28
2.7487,15.8683,39
1.8752,15.59104,80
8.6577,15.94158,13
9.7263,16.09884,16
10.2336,15.57096,12
3.9719,15.82752,58
2.4882,15.63944,69
1.2581,15.99047,12
4.927,15.89689,52
2.8325,15.92661,33
7.1946,15.55029,83
6.6172,15.64483,36
10.7907,15.55917,78
2.9459,15.76005,78
6.6108,15.75815,47
8.0106,15.69453,56
11.0429,15.66753,54
12.241,15.76159,8
5.8455,15.91687,92
6.7142,15.76337,32
5.4191,16.0597,27
5.0919,15.7824,71
6.515,15.64232,28
6.6774,15.5548,39
8.466,15.93293,80
8.3607,15.73437,13
4.2814,15.58418,16
7.4013,15.81431,12
5.2268,15.76148,58
9.3222,15.59687,69
6.671,15.76344,12
1.5168,15.95496,52
2.2061,15.94658,33
9.5275,16.04344,83
3.3162,15.97523,36
8.0655,15.87788,78
9.3716,15.5788,78
6.9927,15.58212,47
11.9311,15.68482,56
6.6565,15.76347,54
2.5665,15.84794,8
13.7914,16.02047,92
8.1915,15.90104,32
9.2349,15.65818,27
12.8228,15.70928,71
7.8069,15.4377,28
6.7284,15.63564,39
8.3755,15.73525,80
6.3909,15.59128,13
6.1836,15.61142,16
11.7351,15.82186,12
5.704,15.69949,58
6.9594,15.57229,69
2.842,16.0453,12
6.4195,15.71802,52
3.5878,15.93699,52
3.6043,15.94146,83
11.7499,15.82273,36
6.0224,15.76548,78
6.2713,15.90083,78
8.4461,15.66858,47
9.2862,15.95844,56
6.986,15.59922,54
2.1549,15.89631,8
6.0322,15.5955,92
9.9696,15.78097,32
9.5994,15.60357,27
11.0429,15.66753,71
9.7544,16.097,28
2.0513,15.98821,39
3.7614,15.93759,80
11.9167,15.68484,13
8.2109,15.88032,16
10.4599,15.65509,12
5.4566,15.72691,58
6.008,15.76551,69
10.7953,15.66258,12
4.2978,16.0068,52
2.3407,15.69725,7
11.4431,15.78372,32
9.178,15.62861,72
8.1778,15.96581,71
4.6161,15.91182,97
7.6793,15.56922,22
8.699,15.65374,6
4.0888,15.92713,54
9.5323,15.64596,21
8.3603,15.73348,72
8.2744,15.60863,67
8.9157,15.74868,99
9.3856,15.57788,22
4.9813,15.76101,85
11.028,15.66666,42
8.2173,15.73643,4
7.9872,15.86453,66
6.61,15.75636,86
9.1768,15.65738,24
3.4685,16.02533,59
5.3552,15.79003,52
2.3005,15.76926,20
11.574,15.6306,95
6.7284,15.63564,33
11.4604,15.63441,83
8.4117,15.81432,36
5.7996,15.81533,78
6.6376,15.75361,78
6.4648,15.72244,47
8.6925,15.48199,56
8.1549,15.59985,54
11.4506,15.64432,8
9.5467,15.64593,92
7.9078,15.59579,32
8.3587,15.69841,27
6.0224,15.76548,71
11.0924,15.68093,28
8.3888,15.66958,39
6.6561,15.76257,80
7.0249,15.87523,13
7.826,15.54288,16
11.457,16.12452,12
7.3282,15.622,58
6.1809,15.79668,69
4.8601,15.71626,12
8.696,16.02514,52
10.5703,16.08115,33
8.4363,15.96265,83
4.1176,15.92708,36
3.7461,15.93582,78
4.5178,15.75732,78
8.7995,15.58971,47
6.5896,15.64758,56
2.4054,15.81044,54
4.8218,16.04815,8
7.3693,15.5221,92
10.1102,15.64762,32
8.0124,15.6037,27
7.2245,15.838,71
7.8048,15.62295,28
8.2975,15.88017,39
6.9943,15.58572,80
8.3748,16.04909,13
2.0112,15.99547,16
7.5068,15.66575,12
7.3961,15.51756,58
7.4621,15.50396,69
3.7461,15.93582,12
5.2557,15.76143,52
6.6457,15.54856,33
2.477,15.93892,83
9.6434,15.60529,36
7.1938,15.54849,78
9.0322,15.62527,78
9.9487,15.61014,47
7.2626,15.54118,56
1.0094,15.95043,54
